epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1974.42,0.82312,0.5263,0.94794,0.89227,0.8432,0.90185,0.6529,1.02922,0.59329,1.11753,0.000105312,0.000105312,0.000105312
187,1985.68,0.84807,0.55234,0.96284,0.88504,0.85944,0.90154,0.65181,1.0308,0.59904,1.11639,9.9125e-05,9.9125e-05,9.9125e-05
188,1996.48,0.83318,0.53049,0.95146,0.90275,0.8616,0.90455,0.64849,1.03672,0.59554,1.12037,9.29375e-05,9.29375e-05,9.29375e-05
189,2007.31,0.82689,0.5277,0.94503,0.89673,0.85674,0.90435,0.65494,1.03656,0.59626,1.12496,8.675e-05,8.675e-05,8.675e-05
190,2018.35,0.81746,0.52262,0.94974,0.88165,0.87242,0.90378,0.65118,1.03357,0.58983,1.11735,8.05625e-05,8.05625e-05,8.05625e-05
191,2029.35,0.75675,0.4475,0.93876,0.88914,0.86826,0.90536,0.6527,1.03348,0.59515,1.11912,7.4375e-05,7.4375e-05,7.4375e-05
192,2039.53,0.75835,0.43777,0.93472,0.91132,0.8549,0.9066,0.655,1.02825,0.59123,1.11764,6.81875e-05,6.81875e-05,6.81875e-05
193,2050.19,0.73273,0.43077,0.92221,0.91993,0.85247,0.90697,0.65475,1.02821,0.58857,1.12065,6.2e-05,6.2e-05,6.2e-05
194,2060.22,0.73613,0.42543,0.92635,0.90964,0.86313,0.90817,0.65425,1.03219,0.58705,1.12338,5.58125e-05,5.58125e-05,5.58125e-05
195,2070.42,0.74729,0.44176,0.931,0.91476,0.84938,0.90817,0.65808,1.02702,0.59084,1.12007,4.9625e-05,4.9625e-05,4.9625e-05
196,2080.58,0.71419,0.41665,0.9242,0.91838,0.84896,0.90612,0.65532,1.02692,0.58948,1.11955,4.34375e-05,4.34375e-05,4.34375e-05
197,2090.96,0.71631,0.41212,0.91943,0.91569,0.85096,0.90956,0.65782,1.02595,0.58771,1.12161,3.725e-05,3.725e-05,3.725e-05
198,2101.18,0.7208,0.41843,0.91763,0.91934,0.85242,0.91029,0.65926,1.02361,0.58798,1.12212,3.10625e-05,3.10625e-05,3.10625e-05
199,2111.48,0.71284,0.41327,0.91834,0.90741,0.85865,0.90747,0.65704,1.01979,0.58539,1.11842,2.4875e-05,2.4875e-05,2.4875e-05
200,2122.01,0.7243,0.41787,0.93019,0.91099,0.85388,0.90766,0.65794,1.02224,0.58595,1.12098,1.86875e-05,1.86875e-05,1.86875e-05
